k-prototypes,lca,spectralCAT,famd,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
4.521667003631592,0.19913697242736816,0.1485910415649414,0.5103232860565186,0.02510809898376465,0.034233808517456055,0.037306785583496094,0.03653597831726074,0.02064800262451172,0.03589820861816406,0.03377795219421387,0.03388071060180664,0.021373748779296875,0.0343480110168457,0.03274202346801758,0.0345311164855957
