k-prototypes,lca,spectralCAT,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
0.018402099609375,0.0371091365814209,1.3246419429779053,2.0753979682922363,2.072619915008545,2.375033140182495,2.6842398643493652,0.10534882545471191,0.10416483879089355,0.10183501243591309,0.10341191291809082,0.023620128631591797,0.02388620376586914,0.022362947463989258,0.023160934448242188
