k-prototypes,lca,spectralCAT,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
0.013302087783813477,0.03154611587524414,0.3375828266143799,1.937972068786621,1.9967448711395264,1.9347991943359375,1.943131923675537,0.021869182586669922,0.017904996871948242,0.01680302619934082,0.017659902572631836,0.017539024353027344,0.01640772819519043,0.016373872756958008,0.016314029693603516
