k-prototypes,lca,spectralCAT,famd,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
0.9732558727264404,0.12376117706298828,0.6691131591796875,0.1217191219329834,4.431430816650391,0.062085866928100586,0.10436701774597168,0.08901190757751465,0.10463213920593262,0.0694131851196289,0.15325188636779785,0.09347701072692871,0.07569408416748047,0.07026100158691406,0.071807861328125,0.10522699356079102
