k-prototypes,lca,spectralCAT,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
0.012118101119995117,0.03546309471130371,3.3394298553466797,8.618082761764526,7.03329610824585,7.110405921936035,6.9439709186553955,0.4262726306915283,0.44435811042785645,0.4347200393676758,0.46703410148620605,0.030569791793823242,0.03525900840759277,0.03964519500732422,0.05263113975524902
