k-prototypes,lca,spectralCAT,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
5.26904296875,0.13513493537902832,0.13197994232177734,0.030216217041015625,0.043251991271972656,0.04489398002624512,0.03347015380859375,0.03534388542175293,0.034589290618896484,0.031221866607666016,0.04758405685424805,0.021749019622802734,0.03532695770263672,0.040595054626464844,0.03512287139892578
