k-prototypes,lca,spectralCAT,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
0.009180784225463867,0.025532007217407227,0.449796199798584,1.5885109901428223,1.585608959197998,1.5903387069702148,1.5956730842590332,0.010017156600952148,0.009917020797729492,0.011200189590454102,0.010268211364746094,0.011089801788330078,0.011216163635253906,0.010781049728393555,0.011063814163208008
