k-prototypes,lca,spectralCAT,famd,spectral lambda=0 kernel=median_pairwise,spectral lambda=1 kernel=median_pairwise,spectral lambda=100 kernel=median_pairwise,spectral lambda=1000 kernel=median_pairwise,spectral lambda=0 kernel=cv_sigma,spectral lambda=1 kernel=cv_sigma,spectral lambda=100 kernel=cv_sigma,spectral lambda=1000 kernel=cv_sigma,spectral lambda=0 kernel=preset,spectral lambda=1 kernel=preset,spectral lambda=100 kernel=preset,spectral lambda=1000 kernel=preset
7.563313961029053,0.2686481475830078,1.6532220840454102,0.1005861759185791,36.51039385795593,0.08767271041870117,0.10350322723388672,0.14073395729064941,0.10175013542175293,0.09943509101867676,0.09956812858581543,0.0992879867553711,0.10066890716552734,0.10378122329711914,0.09698891639709473,0.09699106216430664
